date;home_team_name;away_team_name;home_score;away_score;;;;;
2012-12-08;RSB Berkane;Rajaa Beni Mellal;0;0;;;;;
2012-12-09;Maghreb Fès;RCA ;0;0;;;;;
2012-12-09;WAC Casablanca;Wydad Fès;1;0;;;;;
2012-12-09;FAR Rabat;Hassania Agadir;1;0;;;;;
2012-12-09;Chabab Rif Al Hoceima;KAC Kénitra;2;1;;;;;
2012-12-10;CODM Meknès;Moghreb Tétouan;1;1;;;;;
2012-12-14;Wydad fes;Chabab Rif Al Hoceima;1;1;;;;;
2012-12-15;KAC Kénitra;RSB Berkane;1;2;;;;;
2012-12-15;Rajaa Beni Mellal;D.H. Eljadida;2;1;;;;;
2012-12-15;FUS Rabat ;CODM Meknès ;2;0;;;;;
2012-12-15;Olympique club de safi;Maghreb Fès;4;1;;;;;
2012-12-16;Moghreb Tétouan;FAR Rabat;1;1;;;;;
2012-12-16;Hassania Agadir;OCK Khouribga;1;1;;;;;
2012-12-16;RCA ;WAC Casablanca;1;1;;;;;
2012-12-20;FAR Rabat;RCA ;1;1;;;;;
2012-12-21;FUS Rabat ;Rajaa Beni Mellal;1;0;;;;;
2012-12-22;WAC Casablanca;Olympique club de safi ;4;1;;;;;
2012-12-22;Maghreb Fès;Hassania Agadir;1;1;;;;;
2012-12-23;D.H. Eljadida;KAC Kénitra;2;0;;;;;
2012-12-23;RSB Berkane;Wydad Fès;1;2;;;;;
2012-12-23;OCK Khouribga;Moghreb Tétouan;0;0;;;;;
2012-12-24;CODM Meknès;FAR Rabat;1;2;;;;;
2012-12-25;Chabab Rif Al Hoceima;RCA ;1;1;;;;;
2012-12-28;FAR Rabat;OCK Khouribga;2;1;;;;;
2012-12-28;Moghreb Tétouan;Maghreb Fès;1;1;;;;;
2012-12-29;Wydad fes;D.H. Eljadida;1;1;;;;;
2012-12-29;Hassania Agadir;WAC Casablanca;1;1;;;;;
2012-12-30;RCA ;RSB Berkane;3;2;;;;;
2012-12-30;Olympique club de safi;Chabab Rif Al Hoceima;1;3;;;;;
2012-12-30;KAC Kénitra;FUS Rabat;0;1;;;;;
2012-12-30;CODM Meknès;Rajaa Beni Mellal;0;0;;;;;
2013-01-01;Maghreb Fès;FAR Rabat;2;0;;;;;
2013-01-04;FUS Rabat ;Wydad Fès;4;0;;;;;
2013-01-05;RSB Berkane;Olympique club de safi ;1;0;;;;;
2013-01-05;Rajaa Beni Mellal;KAC Kénitra;1;1;;;;;
2013-01-05;OCK Khouribga;CODM Meknès ;3;1;;;;;
2013-01-06;Chabab Rif Al Hoceima;Hassania Agadir;0;0;;;;;
2013-01-06;D.H. Eljadida;RCA ;1;4;;;;;
2013-01-06;WAC Casablanca;Moghreb Tétouan;2;0;;;;;
2013-02-08;Moghreb Tétouan;RSB Berkane;1;1;;;;;
2013-02-09;Wydad fes;KAC Kénitra;0;0;;;;;
2013-02-09;Olympique club de safi;FUS Rabat;0;0;;;;;
2013-02-09;FAR Rabat;Chabab Rif Al Hoceima;2;1;;;;;
2013-02-10;Hassania Agadir;D.H. Eljadida;1;0;;;;;
2013-02-10;CODM Meknès;Maghreb Fès;1;2;;;;;
2013-02-11;OCK Khouribga;WAC Casablanca;0;0;;;;;
2013-02-16;RSB Berkane;FAR Rabat;0;1;;;;;
2013-02-16;KAC Kénitra;RCA ;1;1;;;;;
2013-02-16;Wydad fes;CODM Meknès ;1;2;;;;;
2013-02-17;WAC Casablanca;Maghreb Fès;0;0;;;;;
2013-02-17;Chabab Rif Al Hoceima;OCK Khouribga;2;0;;;;;
2013-02-17;Rajaa Beni Mellal;Olympique club de safi ;1;1;;;;;
2013-02-19;FUS Rabat ;Hassania Agadir;1;2;;;;;
2013-02-20;RCA ;Rajaa Beni Mellal;3;0;;;;;
2013-02-20;D.H. Eljadida;Moghreb Tétouan;1;3;;;;;
2013-02-22;Maghreb Fès;Chabab Rif Al Hoceima;4;1;;;;;
2013-02-23;OCK Khouribga;RSB Berkane;0;0;;;;;
2013-02-23;Olympique club de safi;KAC Kénitra;2;0;;;;;
2013-02-23;CODM Meknès;WAC Casablanca;0;1;;;;;
2013-02-24;Hassania Agadir;Rajaa Beni Mellal;0;0;;;;;
2013-02-24;FAR Rabat;D.H. Eljadida;1;0;;;;;
2013-02-24;RCA ;Wydad Fès;2;1;;;;;
2013-02-25;Moghreb Tétouan;FUS Rabat;1;0;;;;;
2013-03-01;D.H. Eljadida;OCK Khouribga;1;0;;;;;
2013-03-02;RSB Berkane;Maghreb Fès;1;1;;;;;
2013-03-02;Wydad fes;Olympique club de safi ;2;0;;;;;
2013-03-03;Chabab Rif Al Hoceima;WAC Casablanca;0;1;;;;;
2013-03-03;KAC Kénitra;Hassania Agadir;1;0;;;;;
2013-03-03;RCA ;CODM Meknès ;3;0;;;;;
2013-03-09;Maghreb Fès;D.H. Eljadida;1;0;;;;;
2013-03-09;Moghreb Tétouan;KAC Kénitra;2;0;;;;;
2013-03-09;OCK Khouribga;FUS Rabat;2;1;;;;;
2013-03-09;FAR Rabat;Rajaa Beni Mellal;2;1;;;;;
2013-03-10;Hassania Agadir;Wydad Fès;0;0;;;;;
2013-03-10;CODM Meknès;Chabab Rif Al Hoceima;2;0;;;;;
2013-03-10;WAC Casablanca;RSB Berkane;0;1;;;;;
2013-03-12;FUS Rabat ;FAR Rabat;0;1;;;;;
2013-03-13;Rajaa Beni Mellal;Moghreb Tétouan;0;0;;;;;
2013-03-16;Olympique club de safi;CODM Meknès ;3;2;;;;;
2013-03-17;Rajaa Beni Mellal;OCK Khouribga;0;0;;;;;
2013-03-17;RSB Berkane;Chabab Rif Al Hoceima;2;1;;;;;
2013-03-17;Wydad fes;Moghreb Tétouan;2;1;;;;;
2013-03-18;RCA ;Hassania Agadir;2;0;;;;;
2013-03-23;Olympique club de safi;RCA ;1;2;;;;;
2013-03-28;D.H. Eljadida;WAC Casablanca;1;1;;;;;
2013-03-28;FUS Rabat ;Maghreb Fès;2;1;;;;;
2013-03-29;KAC Kénitra;FAR Rabat;0;0;;;;;
2013-03-30;Moghreb Tétouan;RCA ;1;0;;;;;
2013-03-30;Hassania Agadir;Olympique club de safi ;2;2;;;;;
2013-03-31;CODM Meknès;RSB Berkane;0;0;;;;;
2013-04-01;WAC Casablanca;FUS Rabat;1;0;;;;;
2013-04-02;OCK Khouribga;KAC Kénitra;3;0;;;;;
2013-04-03;Chabab Rif Al Hoceima;D.H. Eljadida;1;0;;;;;
2013-04-03;Maghreb Fès;Rajaa Beni Mellal;2;2;;;;;
2013-04-06;Olympique club de safi;Moghreb Tétouan;2;1;;;;;
2013-04-07;Wydad fes;OCK Khouribga;0;0;;;;;
2013-04-07;KAC Kénitra;Maghreb Fès;1;1;;;;;
2013-04-07;Hassania Agadir;CODM Meknès ;1;1;;;;;
2013-04-09;D.H. Eljadida;RSB Berkane;0;0;;;;;
2013-04-11;RCA ;FAR Rabat;1;1;;;;;
2013-04-12;Chabab Rif Al Hoceima;Rajaa Beni Mellal;1;0;;;;;
2013-04-12;WAC Casablanca;KAC Kénitra;1;2;;;;;
2013-04-13;RSB Berkane;FUS Rabat;1;0;;;;;
2013-04-13;Maghreb Fès;Wydad Fès;2;0;;;;;
2013-04-14;CODM Meknès;D.H. Eljadida;0;1;;;;;
2013-04-14;Moghreb Tétouan;Hassania Agadir;2;1;;;;;
2013-04-15;FAR Rabat;Olympique club de safi ;0;0;;;;;
2013-04-15;Rajaa Beni Mellal;WAC Casablanca;3;1;;;;;
2013-04-16;FUS Rabat ;Chabab Rif Al Hoceima;1;1;;;;;
2013-04-16;OCK Khouribga;RCA ;1;3;;;;;
2013-04-19;Moghreb Tétouan;CODM Meknès ;2;0;;;;;
2013-04-20;KAC Kénitra;Chabab Rif Al Hoceima;0;2;;;;;
2013-04-20;Rajaa Beni Mellal;RSB Berkane;1;3;;;;;
2013-04-21;RCA ;Maghreb Fès;2;1;;;;;
2013-04-23;Olympique club de safi;OCK Khouribga;0;0;;;;;
2013-04-25;CODM Meknès;FUS Rabat;0;0;;;;;
2013-04-25;D.H. Eljadida;Rajaa Beni Mellal;0;1;;;;;
2013-04-26;FAR Rabat;Moghreb Tétouan;1;0;;;;;
2013-04-26;Chabab Rif Al Hoceima;Wydad Fès;0;0;;;;;
2013-04-27;RSB Berkane;KAC Kénitra;1;0;;;;;
2013-04-28;WAC Casablanca;RCA ;1;1;;;;;
2013-04-28;OCK Khouribga;Hassania Agadir;1;1;;;;;
2013-04-29;Maghreb Fès;Olympique club de safi ;3;2;;;;;
2013-04-30;FAR Rabat;Wydad Fès;1;0;;;;;
2013-05-08;Wydad fes;WAC Casablanca;1;0;;;;;
2013-05-08;Hassania Agadir;FAR Rabat;1;1;;;;;
2013-05-10;Moghreb Tétouan;OCK Khouribga;0;0;;;;;
2013-05-11;KAC Kénitra;D.H. Eljadida;0;0;;;;;
2013-05-11;Wydad fes;RSB Berkane;0;1;;;;;
2013-05-11;Rajaa Beni Mellal;FUS Rabat;0;2;;;;;
2013-05-12;Hassania Agadir;Maghreb Fès;0;0;;;;;
2013-05-12;FAR Rabat;CODM Meknès ;2;0;;;;;
2013-05-12;RCA ;Chabab Rif Al Hoceima;3;1;;;;;
2013-05-13;Olympique club de safi;WAC Casablanca;0;2;;;;;
2013-05-18;WAC Casablanca;Hassania Agadir;1;1;;;;;
2013-05-18;D.H. Eljadida;Wydad Fès;3;1;;;;;
2013-05-19;Maghreb Fès;Moghreb Tétouan;0;2;;;;;
2013-05-19;Chabab Rif Al Hoceima;Olympique club de safi ;2;2;;;;;
